"","area_resultado","programa","acao","sub_acao","quantificacao_meta","quantificacao_executada","relacao_fisica","relacao_fisica_agrupamento","valor_orcado","valor_empenhado","relacao_financeira","relacao_financeira_agrupamento","eficacia","programa_tipo","nome_uo","funcao","subfuncao","nome_programa","nome_acao","nome_sub_acao","nome_produto"
"635",5,218,2629,10,10,10,1,"0.7 a 1.3",2100000,1908576,0.908845714285714,"0.7 a 1.3",1.10029673576355,"Sustentador","EMPRESA MUNICIPAL DE TURISMO DE BELO HORIZONTE S/A","Comércio e Serviços","Turismo","Turismo em BH","Promoção e Desenvolvimento do Turismo de Negócios e Apoio à Eventos Culturais e Econômicos","Arraial de Belô","Evento realizado"
"636",8,93,2334,18,10,23,2.3,"Acima de 2.0",10000,0,0,"N�o h� execu��o",-1,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE GESTÃO COMPARTILHADA","Administração","Administração Geral","Articulação de Políticas","Gestão Compartilhada e Participação Social","Articulação e Integração dos Conselhos de Políticas Públicas","Evento realizado"
"637",9,57,2584,1,0,0,-1,"N�o h� meta",0,1500,-1,"N�o h� meta",0,"Associado","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Administração","Defesa do Interesse Público no Processo Judiciário","Gestão da Política Urbana","Apoio Operacional de Investimentos Municipais","Apoio aos Serviços Administrativos","Serviços Administrativos"
"638",6,7,2900,6,0,0,-1,"N�o h� meta",417200,378550,0.907358581016299,"0.7 a 1.3",0,"Apoio Administrativo","SECRETARIA DE ADMINISTRAÇÃO REGIONAL MUNICIPAL NORDESTE","Administração","Administração Geral","Apoio Administrativo e Financeiro","Serviços Administrativos e Financeiros","Manutenção dos Centros de Apoio Comunitário - CAC Regional","Serviços Administrativos"
"639",9,46,2900,1,0,0,-1,"N�o h� meta",130994400,116632607,0.890363305606957,"0.7 a 1.3",0,"Associado","SUPERINTENDÊNCIA DE LIMPEZA URBANA","Saneamento","Saneamento Básico Urbano","Operacionalização e Modernização da Limpeza Pública","Serviços Administrativos e Financeiros","Serviços Administrativos e Financeiros","Serviços Administrativos"
"640",2,205,2858,1,25,25,1,"0.7 a 1.3",66271174,128285335,1.93576373039657,"1.3 a 2.0",0.516591966152191,"Sustentador","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Educação Infantil","Expansão da Educação Infantil","Expansão de Unidades Municipais de Educação - Parceria Público-Privada","Expansão de Unidades Municipais de Educação Infantil - Parceria Público-Privada","UMEI / Escola Infantil reformada/implantada"
"641",10,235,2535,3,5000,5000,1,"0.7 a 1.3",70000,70310,1.00442857142857,"0.7 a 1.3",0.99559098482132,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE LAZER","Desporto e Lazer","Lazer","Programa de Atendimento ao Idoso","Programa Vida Ativa","Encontro Vida Ativa","Idoso participante"
"642",6,7,2124,4,0,0,-1,"N�o h� meta",2832000,2614821,0.9233125,"0.7 a 1.3",0,"Apoio Administrativo","ENCARGOS GERAIS DO MUNICÍPIO DA SECRETARIA MUNICIPAL DE FINANÇAS","Administração","Administração Geral","Apoio Administrativo e Financeiro"," Gestão Administrativa e Patrimonial","Gestão de Serviços Gráficos","Serviços Administrativos"
"643",4,242,2881,7,20,0,0,"N�o h� execu��o",40200,0,0,"N�o h� execu��o",0,"Sustentador","SECRETARIA MUNICIPAL DE SEGURANÇA URBANA E PATRIMONIAL","Segurança Pública","Policiamento","Prevenção da Violência","Ações de Prevenção à Violência","Implantação de Sistema de Videomonitoramento Móvel","Kit implantado"
"644",6,85,2882,3,1546,34,0.0219922380336352,"0.01 a 0.4",2567601,1835612,0.714913259497874,"0.7 a 1.3",0.030762106180191,"Associado","EMPRESA DE INFORMÁTICA E INFORMAÇÃO DO MUNICÍPIO DE BELO HORIZONTE","Ciência e Tecnologia","Desenvolvimento Tecnológico e Engenharia","Gestão da Política de Tecnologia da Informação e Comunicação","Serviços Multimídia","Gerenciamento da Planta de Equipamentos de Videomonitoramento e Alarmes da PBH","Câmera instalada"
"645",11,239,2371,21,50,0,0,"N�o h� execu��o",200000,0,0,"N�o h� execu��o",0,"Sustentador","FUNDAÇÃO MUNICIPAL DE CULTURA","Cultura","Difusão Cultural","Rede BH Cultural","Fomento e Estímulo à Cultura","Criação do Cadastro Único de Cultura","Ação realizada"
"646",7,226,1207,12,1521,1040,0.683760683760684,"0.4 a 0.7",0,0,-1,"N�o h� meta",-1,"Sustentador","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","Habitação","Produção de Moradias","Titulação de Moradias implantadas pela PBH no período 1993-2012","Família beneficiada"
"647",9,69,2564,23,30,25,0.833333333333333,"0.7 a 1.3",15000,0,0,"N�o h� execu��o",-1,"Associado","SECRETARIA MUNICIPAL DE MEIO AMBIENTE","Gestão Ambiental","Controle Ambiental","Gestão da Política Ambiental","Operacionalização das Políticas Ambientais","Elaboração do Plano Municipal de Adaptação e Vulnerabilidade às Mudanças Climáticas","Plano Elaborado"
"648",10,234,2403,7,168,128,0.761904761904762,"0.7 a 1.3",2258552,1283484,0.568277374176021,"0.4 a 0.7",1.34072697162628,"Sustentador","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","BH Cidadania  e o SUAS - Sistema Único de Assistência Social","Serviço de Proteção Social Especial de Alta Complexidade","Acolhimento Institucional para Adultos em Situação de Rua e Outros Riscos ( META NÃO CUMULATIVA )","Vaga disponibilizada"
"649",10,132,2305,1,47000000,40892540,0.870054042553192,"0.7 a 1.3",1000,0,0,"N�o h� execu��o",-1,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE SEGURANÇA ALIMENTAR E NUTRICIONAL","Comércio e Serviços","Promoção Comercial","Gestão da Política Municipal de Segurança Alimentar e Nutricional","Gerenciamento, Monitoramento e Apoio ao Abastecimento da Capital","Programa ABasteCer - Alimentos a Baixo Custo","Alimento comercializado"
"650",5,86,2629,5,1,0,0,"N�o h� execu��o",2000,0,0,"N�o h� execu��o",0,"Associado","EMPRESA MUNICIPAL DE TURISMO DE BELO HORIZONTE S/A","Comércio e Serviços","Turismo","Fomento ao Turismo de Lazer, Eventos e Negócios","Promoção e Desenvolvimento do Turismo de Negócios e Apoio à Eventos Culturais e Econômicos","Criação e Implantação de Sistemas e Novas Tecnologias da Informação","Calendário disponibilizado"
"651",2,205,1211,1,11,3,0.272727272727273,"0.01 a 0.4",51007864,5635782,0.110488492519506,"0.01 a 0.4",2.46837735176086,"Sustentador","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Educação","Educação Infantil","Expansão da Educação Infantil","Construção, Ampliação e Reforma de Unidades de Ensino","Construção, Ampliação e Reforma de Unidades de Ensino","UMEI / Escola Infantil reformada/implantada"
"652",9,230,1231,33,10500,0,0,"N�o h� execu��o",0,0,-1,"N�o h� meta",0,"Sustentador","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","Planejamento e Estruturação Urbana","Melhorias Urbanas em Assentamentos Precários","Famílias beneficiadas com a titulação de lotes e domicílios","Família beneficiada"
"653",5,218,2629,24,1,0,0,"N�o h� execu��o",0,0,-1,"N�o h� meta",0,"Sustentador","EMPRESA MUNICIPAL DE TURISMO DE BELO HORIZONTE S/A","Comércio e Serviços","Turismo","Turismo em BH","Promoção e Desenvolvimento do Turismo de Negócios e Apoio à Eventos Culturais e Econômicos","Implantação do Mirante Aglomerado da Serra","Mirante implantado"
"654",10,234,2403,20,75,16,0.213333333333333,"0.01 a 0.4",1000,0,0,"N�o h� execu��o",-1,"Sustentador","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","BH Cidadania  e o SUAS - Sistema Único de Assistência Social","Serviço de Proteção Social Especial de Alta Complexidade","Implantação do bolsa auxílio para famílias do Serviço de Famílias Acolhedoras ( META NÃO CUMULATIVA )","Família beneficiada"
"655",10,236,2819,4,9,0,0,"N�o h� execu��o",10000,0,0,"N�o h� execu��o",0,"Sustentador","SECRETARIA MUNICIPAL DE GOVERNO","Direitos da Cidadania","Direitos Individuais, Coletivos e Difusos","Direito de Todos","Apoio à Promoção das Políticas da Juventude","Realização de Fóruns da Juventude","Forum realizado"
"656",4,109,2803,1,750,670,0.893333333333333,"0.7 a 1.3",91861000,101656070,1.10662925507016,"0.7 a 1.3",0.80725622177124,"Associado","SECRETARIA MUNICIPAL DE SEGURANÇA URBANA E PATRIMONIAL","Segurança Pública","Policiamento","Gestão da Segurança Pública e Patrimonial","Operacionalização da Guarda Municipal de Belo Horizonte","Operacionalização da Guarda Municipal de Belo Horizonte ( META NÃO CUMULATIVA )","Equipamento público atendido"
"657",11,239,1215,2,30,13.85,0.461666666666667,"0.4 a 0.7",2959340,2208933,0.746427581825677,"0.7 a 1.3",0.618501603603363,"Sustentador","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Cultura","Difusão Cultural","Rede BH Cultural","Construção, Ampliação e Reforma de Unidades de Cultura","Espaço Multiuso do Parque Municipal Américo Rene Gianneti","Obra executada"
"658",9,73,1219,2,3,1,0.333333333333333,"0.01 a 0.4",1500000,227926,0.151950666666667,"0.01 a 0.4",2.19369435310364,"Associado","FUNDAÇÃO ZOO-BOTÂNICA DE BELO HORIZONTE","Gestão Ambiental","Preservação e Conservação Ambiental","Preservação e Conservação da Fauna e Flora","Aquisição, Construção e Readaptação de Imóveis","Revitalização da Fundação Zôo-Botânica","Unidade revitalizada"
"659",9,69,2514,14,20,0,0,"N�o h� execu��o",5000,0,0,"N�o h� execu��o",0,"Associado","SECRETARIA MUNICIPAL DE MEIO AMBIENTE","Gestão Ambiental","Controle Ambiental","Gestão da Política Ambiental","Monitoramento e Controle Ambiental","Elaboração do Inventário Municipal de Fontes Emissoras de poluentes atmosféricos","Inventário elaborado"
"660",2,206,1211,4,48,1,0.0208333333333333,"0.01 a 0.4",109437340,4123095,0.0376753948880702,"0.01 a 0.4",0.55296915769577,"Sustentador","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Educação","Ensino Fundamental","Expansão da Escola Integrada","Construção, Ampliação e Reforma de Unidades de Ensino","Construção, Ampliação e Reforma de Unidades de Ensino","Escola Ensino Fundamental construída/reformada"
"661",3,211,1271,6,1,0,0,"N�o h� execu��o",100000,0,0,"N�o h� execu��o",0,"Sustentador","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Transporte","Serviços Urbanos","Prioridade ao Transporte Coletivo","Implantação de Corredores de Transporte Rápido por Ônibus","Estação de Integração São Gabriel","Estação implantada"
"662",9,228,2537,18,14,2,0.142857142857143,"0.01 a 0.4",100000,0,0,"N�o h� execu��o",-1,"Sustentador","SUPERINTENDÊNCIA DE LIMPEZA URBANA","Saneamento","Saneamento Básico Urbano","Coleta, Destinação e Tratamento de Resíduos Sólidos","Tratamento e Destinação de Resíduos Sólidos","Seminário para Discussão do Plano Municipal de Gestão Integrada de Residuos Sólidos","Seminário realizado"
"663",7,225,1231,10,24,16.16,0.673333333333333,"0.4 a 0.7",24040240,19296003,0.802654341221219,"0.7 a 1.3",0.838883340358734,"Sustentador","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","Vila Viva","Melhorias Urbanas em Assentamentos Precários","Implantação do Vila Viva - Taquaril","Obra executada"
"664",2,207,2705,2,5,2,0.4,"0.01 a 0.4",142000,13654,0.0961549295774648,"0.01 a 0.4",4.15995311737061,"Sustentador","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Ensino Fundamental","Melhoria da Qualidade da Educação","Mobilização da Comunidade Escolar","Realização do Fórum Família Escola","Evento realizado"
"665",5,237,2404,21,10000,1441,0.1441,"0.01 a 0.4",0,0,-1,"N�o h� meta",-1,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE TRABALHO E EMPREGO","Trabalho","Fomento ao Trabalho","Qualificação, Profissionalização e Emprego","Ações de Qualificação, Profissionalização e Emprego","Formação Inicial Continuada pelo Programa Nacional de Acesso ao Ensino Técnico e Emprego - PRONATEC","Vaga disponibilizada"
"666",10,19,1220,1,1,0,0,"N�o h� execu��o",300000,0,0,"N�o h� execu��o",0,"Associado","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Assistência Social","Assistência Comunitária","Proteção Social Básica","Construção, Ampliação e Reforma de Unidades de Assistência Social","Construção, Ampliação e Reforma de Unidades de Assistência Social","Obra executada"
"667",10,234,1220,2,6,1,0.166666666666667,"0.01 a 0.4",7418355,976232,0.131596829755384,"0.01 a 0.4",1.26649451255798,"Sustentador","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Assistência Social","Assistência Comunitária","BH Cidadania  e o SUAS - Sistema Único de Assistência Social","Construção, Ampliação e Reforma de Unidades de Assistência Social","Construção e/ou Reforma de Espaços BH Cidadania","Obra executada"
"668",6,9,2023,9,100,55,0.55,"0.4 a 0.7",530000,90440,0.170641509433962,"0.01 a 0.4",3.22313117980957,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE MODERNIZAÇÃO","Administração","Administração Geral","Gestão da Modernização Administrativa e Ações de Atendimento ao Cidadão","Gestão e Modernização de Processos e Promoção da Eficiência Administrativa","Modernização dos Processos de Administração dos Cemitérios Municipais - PMAT IV","Processo modernizado"
"669",9,72,2817,2,9,0,0,"N�o h� execu��o",235000,0,0,"N�o h� execu��o",0,"Associado","FUNDAÇÃO DE PARQUES MUNICIPAIS","Gestão Ambiental","Preservação e Conservação Ambiental","Planejamento, Monitoramento e Gerenciamento dos Parques e Necrópoles","Educação Ambiental e Promoção de Eventos","Desenvolvimento de Material Educativo e de Comunicação","Material produzido"
"670",11,239,1339,2,1,0,0,"N�o h� execu��o",90000,268525,2.98361111111111,"Acima de 2.0",0,"Sustentador","FUNDAÇÃO MUNICIPAL DE CULTURA","Cultura","Difusão Cultural","Rede BH Cultural","Requalificação dos Espaços e Serviços da Cultura","Implantação do Espaço Cênico Alípio de Melo","Equipamento público implantado"
"671",6,9,2023,8,100,90,0.9,"0.7 a 1.3",2440001,97375,0.0399077705296022,"0.01 a 0.4",22.5520000457764,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE MODERNIZAÇÃO","Administração","Administração Geral","Gestão da Modernização Administrativa e Ações de Atendimento ao Cidadão","Gestão e Modernização de Processos e Promoção da Eficiência Administrativa","Modernização da Gestão de Documentos da PBH e Sistema de Temporalidade de Documentos - PMAT IV","Arquivo público modernizado"
"672",10,238,2534,6,380,354,0.931578947368421,"0.7 a 1.3",49500,0,0,"N�o h� execu��o",-1,"Sustentador","SECRETARIA MUNICIPAL DE ESPORTE E LAZER","Desporto e Lazer","Desporto Comunitário","Promoção do Esporte e do Lazer","Implantação, Manutenção e Recuperação de Equipamentos Esportivos e Áreas de Lazer","Manutenção e Custeio das Academias a Céu Aberto ( META NÃO CUMULATIVA )","Academia a Céu Aberto mantida"
"673",5,86,2629,12,156,20,0.128205128205128,"0.01 a 0.4",1400000,746220,0.533014285714286,"0.4 a 0.7",0.240528494119644,"Associado","EMPRESA MUNICIPAL DE TURISMO DE BELO HORIZONTE S/A","Comércio e Serviços","Turismo","Fomento ao Turismo de Lazer, Eventos e Negócios","Promoção e Desenvolvimento do Turismo de Negócios e Apoio à Eventos Culturais e Econômicos","Concessão de Subvenção para Eventos de Potencial Turístico","Evento subvencionado"
"674",4,242,1334,1,100,0,0,"N�o h� execu��o",20000,0,0,"N�o h� execu��o",0,"Sustentador","SECRETARIA MUNICIPAL DE SEGURANÇA URBANA E PATRIMONIAL","Educação","Ensino Fundamental","Prevenção da Violência","Ampliação de Câmeras de Videomonitoramento em Equipamentos Públicos","Instalar Sistema de CFTV nas Escolas Municipais","Escola Municipal com sistema instalado"
"675",6,224,2052,9,10,8,0.8,"0.7 a 1.3",80000,0,0,"N�o h� execu��o",-1,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA  DE ARRECADAÇÕES","Administração","Administração de Receitas","Modernização da Receita e Captação de Recursos","Administração Tributária Municipal","Evolução do Sistema de Administração Tributária e Urbana - SIATU (Redução do prazo para baixa de empresas)","Redução de prazo"
"676",3,245,1393,7,1520,0,0,"N�o h� execu��o",0,0,-1,"N�o h� meta",0,"Sustentador","SECRETARIA MUNICIPAL DE DESENVOLVIMENTO","Administração","Administração Geral","Transporte Seguro e Sustentável","Transporte Seguro e Sustentável","Implantação de Estacionamentos Subterrâneos","Vaga disponibilizada"
"677",10,238,1213,1,14,1,0.0714285714285714,"0.01 a 0.4",28318467,13743848,0.485331638891328,"0.4 a 0.7",0.147174760699272,"Sustentador","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Desporto e Lazer","Desporto Comunitário","Promoção do Esporte e do Lazer","Construção, Ampliação e Reforma de Equipamentos Esportivos e Áreas de Lazer","Construção, Ampliação e Reforma de Equipamentos Esportivos e Áreas de Lazer","Próprio municipal preservado"
"678",3,211,1271,7,10,0,0,"N�o h� execu��o",0,3219159,-1,"N�o h� meta",0,"Sustentador","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Transporte","Serviços Urbanos","Prioridade ao Transporte Coletivo","Implantação de Corredores de Transporte Rápido por Ônibus","Estação de Integração Pampulha","Estação implantada"
"679",10,20,2878,8,612,502,0.820261437908497,"0.7 a 1.3",50593,48370,0.956061115174036,"0.7 a 1.3",0.857959270477295,"Associado","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","Proteção Social Especial","Serviço de Proteção Especial de Média Complexidade","Combate ao Trabalho Infantil ( META NÃO CUMULATIVA )","Criança/adolescente atendido"
